"","city","year","month","volume","median","listings","inventory","date","salesBin"
"1221","Collin County",2000,2,128636804,152300,2950,4,2000.08333333333,"High"
"1222","Collin County",2000,4,165262688,159500,3124,4.2,2000.25,"High"
"1223","Collin County",2000,5,204977080,167600,3206,4.2,2000.33333333333,"High"
"1224","Collin County",2000,7,204537519,169700,3242,4.2,2000.5,"High"
"1225","Collin County",2000,8,193039110,164000,3156,4,2000.58333333333,"High"
"1226","Collin County",2000,9,156116915,162400,3274,4.1,2000.66666666667,"High"
"1227","Collin County",2000,10,161510049,170500,3306,4.1,2000.75,"High"
"1228","Collin County",2000,11,154976371,168700,3169,3.8,2000.83333333333,"High"
"1229","Collin County",2001,1,102567674,165900,3494,4.2,2001,"High"
"1230","Collin County",2001,3,210545677,169700,3685,4.3,2001.16666666667,"High"
"1231","Collin County",2001,4,187839341,169200,3912,4.5,2001.25,"High"
"1232","Collin County",2001,6,257026479,174600,4066,4.6,2001.41666666667,"High"
"1233","Collin County",2001,7,237504332,175900,4125,4.6,2001.5,"High"
"1234","Collin County",2001,8,228798766,173400,4059,4.5,2001.58333333333,"High"
"1235","Collin County",2001,9,171708750,175600,4242,4.7,2001.66666666667,"High"
"1236","Collin County",2001,10,154379784,169800,4340,4.8,2001.75,"High"
"1237","Collin County",2002,1,141339256,174200,4081,4.4,2002,"High"
"1238","Collin County",2002,2,169666943,174100,4337,4.7,2002.08333333333,"High"
"1239","Collin County",2002,3,187091668,173900,4475,4.9,2002.16666666667,"High"
"1240","Collin County",2002,4,205162970,176800,4770,5.2,2002.25,"High"
"1241","Collin County",2002,5,258215407,179100,5011,5.4,2002.33333333333,"High"
"1242","Collin County",2002,6,218997260,180300,5092,5.6,2002.41666666667,"High"
"1243","Collin County",2002,7,222282465,177300,5454,6.1,2002.5,"High"
"1244","Collin County",2002,8,205329191,175700,5438,6.1,2002.58333333333,"High"
"1245","Collin County",2002,9,171838403,175800,5687,6.4,2002.66666666667,"High"
"1246","Collin County",2002,10,175146594,173800,5577,6.2,2002.75,"High"
"1247","Collin County",2002,12,191060153,182500,5095,5.7,2002.91666666667,"High"
"1248","Collin County",2003,1,134186099,172100,5591,6.2,2003,"High"
"1249","Collin County",2003,2,158794994,170700,5845,6.5,2003.08333333333,"High"
"1250","Collin County",2003,4,192280785,172800,6367,7.1,2003.25,"High"
"1251","Collin County",2003,5,233979259,173700,6388,7.1,2003.33333333333,"High"
"1252","Collin County",2003,6,274407394,180300,6337,6.9,2003.41666666667,"High"
"1253","Collin County",2003,8,254035889,178100,6064,6.3,2003.58333333333,"High"
"1254","Collin County",2003,11,162355237,174700,5566,5.7,2003.83333333333,"High"
"1255","Collin County",2003,12,224578835,177400,5319,5.4,2003.91666666667,"High"
"1256","Collin County",2004,1,130693649,169600,5638,5.7,2004,"High"
"1257","Collin County",2004,2,172253684,175400,5798,5.9,2004.08333333333,"High"
"1258","Collin County",2004,3,244063982,175500,5993,6,2004.16666666667,"High"
"1259","Collin County",2004,4,260147814,174200,6224,6.1,2004.25,"High"
"1260","Collin County",2004,5,283754094,175800,6407,6.2,2004.33333333333,"High"
"1261","Collin County",2004,6,304792203,183200,6373,6.1,2004.41666666667,"High"
"1262","Collin County",2004,7,303770155,184200,6199,5.9,2004.5,"High"
"1263","Collin County",2004,8,282120104,182600,6182,5.9,2004.58333333333,"High"
"1264","Collin County",2004,9,228661767,177700,6066,5.7,2004.66666666667,"High"
"1265","Collin County",2004,10,216006082,185900,5788,5.4,2004.75,"High"
"1266","Collin County",2004,11,194556851,176300,5606,5.2,2004.83333333333,"High"
"1267","Collin County",2004,12,227909020,176600,5156,4.8,2004.91666666667,"High"
"1268","Collin County",2005,1,139666893,170700,5582,5.2,2005,"High"
"1269","Collin County",2005,2,198061838,177700,5907,5.4,2005.08333333333,"High"
"1270","Collin County",2005,3,296226936,176600,6099,5.5,2005.16666666667,"High"
"1271","Collin County",2005,4,300809553,183500,6425,5.7,2005.25,"High"
"1272","Collin County",2005,6,372382573,186400,6510,5.7,2005.41666666667,"High"
"1273","Collin County",2005,7,372359698,184900,6350,5.4,2005.5,"High"
"1274","Collin County",2005,9,303837133,184200,5716,4.7,2005.66666666667,"High"
"1275","Collin County",2005,10,277045260,177200,5574,4.5,2005.75,"High"
"1276","Collin County",2005,11,267822168,192800,5381,4.3,2005.83333333333,"High"
"1277","Collin County",2005,12,268536367,188000,5003,3.9,2005.91666666667,"High"
"1278","Collin County",2006,1,191563021,186300,5372,4.2,2006,"High"
"1279","Collin County",2006,2,248724121,184000,5607,4.3,2006.08333333333,"High"
"1280","Collin County",2006,3,325449634,183100,6082,4.7,2006.16666666667,"High"
"1281","Collin County",2006,4,287676517,186200,6429,5,2006.25,"High"
"1282","Collin County",2006,6,450257932,201600,6677,5,2006.41666666667,"High"
"1283","Collin County",2006,7,375081509,200500,6891,5.1,2006.5,"High"
"1284","Collin County",2006,8,381813760,193400,6676,5,2006.58333333333,"High"
"1285","Collin County",2006,9,277673002,189800,6853,5.2,2006.66666666667,"High"
"1286","Collin County",2007,1,198945910,188000,6446,4.9,2007,"High"
"1287","Collin County",2007,2,231755119,188100,6817,5.2,2007.08333333333,"High"
"1288","Collin County",2007,3,332251913,196900,7468,5.7,2007.16666666667,"High"
"1289","Collin County",2007,4,306587982,195900,7912,6.1,2007.25,"High"
"1290","Collin County",2007,5,365270249,205800,8091,6.3,2007.33333333333,"High"
"1291","Collin County",2007,6,432744140,213400,8152,6.4,2007.41666666667,"High"
"1292","Collin County",2007,7,368794103,204200,7981,6.3,2007.5,"High"
"1293","Collin County",2007,8,374291932,210000,7664,6.1,2007.58333333333,"High"
"1294","Collin County",2007,10,244180901,196000,7377,6,2007.75,"High"
"1295","Collin County",2007,11,244750789,205900,6983,5.7,2007.83333333333,"High"
"1296","Collin County",2007,12,224546524,196600,6218,5.2,2007.91666666667,"High"
"1297","Collin County",2008,1,173570438,195600,6526,5.5,2008,"High"
"1298","Collin County",2008,3,291871904,203000,7106,6.1,2008.16666666667,"High"
"1299","Collin County",2008,4,291164840,209500,7290,6.3,2008.25,"High"
"1300","Collin County",2008,5,327837305,207200,7043,6.2,2008.33333333333,"High"
"1301","Collin County",2008,6,347502195,201800,7059,6.3,2008.41666666667,"High"
"1302","Collin County",2008,7,334103942,211300,6767,6.1,2008.5,"High"
"1303","Collin County",2008,9,244147070,194600,6045,5.6,2008.66666666667,"High"
"1304","Collin County",2008,10,227426326,204400,5832,5.4,2008.75,"High"
"1305","Collin County",2008,11,140401559,193000,5635,5.4,2008.83333333333,"High"
"1306","Collin County",2008,12,187907853,200300,5083,4.9,2008.91666666667,"High"
"1307","Collin County",2009,2,176239743,199100,5457,5.5,2009.08333333333,"High"
"1308","Collin County",2009,3,215896487,194200,5646,5.8,2009.16666666667,"High"
"1309","Collin County",2009,5,246984261,208100,5808,6.2,2009.33333333333,"High"
"1310","Collin County",2009,6,310698010,207200,5201,5.6,2009.41666666667,"High"
"1311","Collin County",2009,7,314347788,208700,5099,5.5,2009.5,"High"
"1312","Collin County",2009,8,276611043,201800,4858,5.3,2009.58333333333,"High"
"1313","Collin County",2009,9,240633427,194300,4544,4.9,2009.66666666667,"High"
"1314","Collin County",2009,10,240641188,193600,4362,4.7,2009.75,"High"
"1315","Collin County",2009,11,201664155,186800,4260,4.4,2009.83333333333,"High"
"1316","Collin County",2009,12,194294120,206800,3993,4.1,2009.91666666667,"High"
"1317","Collin County",2010,1,118404909,193200,4331,4.5,2010,"Medium"
"1318","Collin County",2010,7,235802350,224700,5925,6.1,2010.5,"High"
"1319","Collin County",2010,8,227967945,217500,5755,6,2010.58333333333,"High"
"1320","Collin County",2010,10,183144964,205700,5253,5.8,2010.75,"High"
"1321","Collin County",2010,11,192187487,219000,4958,5.6,2010.83333333333,"High"
"1322","Collin County",2011,1,134388537,196200,4461,5,2011,"High"
"1323","Collin County",2011,3,229609824,201100,4730,5.3,2011.16666666667,"High"
"1324","Collin County",2011,4,250282362,212700,5044,5.8,2011.25,"High"
"1325","Collin County",2011,6,323629919,213100,5060,5.9,2011.41666666667,"High"
"1326","Collin County",2011,7,282570620,218100,4837,5.5,2011.5,"High"
"1327","Collin County",2011,8,307435388,214600,4416,4.9,2011.58333333333,"High"
"1328","Collin County",2011,9,235191630,214800,4143,4.5,2011.66666666667,"High"
"1329","Collin County",2011,10,201251421,205700,3942,4.3,2011.75,"High"
"1330","Collin County",2011,11,182294552,194400,3665,4,2011.83333333333,"High"
"1331","Collin County",2011,12,216697246,207000,3228,3.5,2011.91666666667,"High"
"1332","Collin County",2012,2,190639691,208300,3452,3.6,2012.08333333333,"High"
"1333","Collin County",2012,3,254906858,202300,3577,3.7,2012.16666666667,"High"
"1334","Collin County",2012,4,282426327,218500,3552,3.7,2012.25,"High"
"1335","Collin County",2012,5,360611091,217000,3598,3.6,2012.33333333333,"High"
"1336","Collin County",2012,6,392822643,221200,3596,3.5,2012.41666666667,"High"
"1337","Collin County",2012,7,339340039,223900,3605,3.5,2012.5,"High"
"1338","Collin County",2012,8,352918790,219000,3423,3.3,2012.58333333333,"High"
"1339","Collin County",2012,9,287612024,220300,3251,3.1,2012.66666666667,"High"
"1340","Collin County",2012,11,254902309,212200,2633,2.4,2012.83333333333,"High"
"1341","Collin County",2012,12,261728642,224200,2324,2.1,2012.91666666667,"High"
"1342","Collin County",2013,2,228942851,222100,2351,2.1,2013.08333333333,"High"
"1343","Collin County",2013,3,358199071,228700,2372,2.1,2013.16666666667,"High"
"1344","Collin County",2013,4,427409160,240200,2391,2,2013.25,"High"
"1345","Collin County",2013,5,486754799,243300,2487,2,2013.33333333333,"High"
"1346","Collin County",2013,6,505828885,252600,2635,2.1,2013.41666666667,"High"
"1347","Collin County",2013,7,497531661,241100,2748,2.2,2013.5,"High"
"1348","Collin County",2013,8,490240078,246000,2753,2.1,2013.58333333333,"High"
"1349","Collin County",2013,9,383242216,239700,2577,1.9,2013.66666666667,"High"
"1350","Collin County",2013,10,323625072,238800,2384,1.8,2013.75,"High"
"1351","Collin County",2013,11,302281356,242600,2179,1.6,2013.83333333333,"High"
"1352","Collin County",2013,12,320528906,251100,1892,1.4,2013.91666666667,"High"
"1353","Collin County",2014,1,208055429,233500,1961,1.5,2014,"High"
"1354","Collin County",2014,2,284595888,257000,2026,1.5,2014.08333333333,"High"
"1355","Collin County",2014,3,364274831,259500,2048,1.5,2014.16666666667,"High"
"1356","Collin County",2014,4,402425346,257400,2219,1.7,2014.25,"High"
"1357","Collin County",2014,6,553500560,271600,2417,1.8,2014.41666666667,"High"
"1358","Collin County",2014,7,557122394,271500,2518,1.9,2014.5,"High"
"1359","Collin County",2014,8,524952374,268500,2493,1.9,2014.58333333333,"High"
"1360","Collin County",2014,9,413231117,256500,2345,1.8,2014.66666666667,"High"
"1361","Collin County",2014,11,320549660,267000,2038,1.5,2014.83333333333,"High"
"1362","Collin County",2014,12,381109772,272200,1788,1.3,2014.91666666667,"High"
"1363","Collin County",2015,1,242496585,268000,1780,1.3,2015,"High"
"1364","Collin County",2015,2,300904769,283400,1817,1.4,2015.08333333333,"High"
"1365","Collin County",2015,4,456997967,291400,2018,1.5,2015.25,"High"
"1366","Collin County",2015,6,614959441,300400,2314,1.7,2015.41666666667,"High"
"1367","Collin County",2015,7,613669702,292600,2809,2.1,2015.5,"High"
"1368","Corpus Christi",2000,1,17665000,78500,2510,9.3,2000,"Medium"
"1369","Corpus Christi",2000,2,20240000,78700,2534,9.4,2000.08333333333,"Medium"
"1370","Corpus Christi",2000,3,36255000,85500,2591,9.4,2000.16666666667,"Medium"
"1371","Corpus Christi",2000,5,34565000,90200,2651,9.7,2000.33333333333,"Medium"
"1372","Corpus Christi",2000,6,37750000,93600,2632,9.6,2000.41666666667,"Medium"
"1373","Corpus Christi",2000,7,31185000,90700,2687,9.9,2000.5,"Medium"
"1374","Corpus Christi",2000,8,40670000,85400,2232,8,2000.58333333333,"Medium"
"1375","Corpus Christi",2000,10,26645000,82600,2471,8.5,2000.75,"Medium"
"1376","Corpus Christi",2000,12,24130000,90000,2360,8.2,2000.91666666667,"Medium"
"1377","Corpus Christi",2001,1,19335000,86500,2490,8.6,2001,"Medium"
"1378","Corpus Christi",2001,2,29210000,85300,2524,8.6,2001.08333333333,"Medium"
"1379","Corpus Christi",2001,3,30045000,84600,2550,8.8,2001.16666666667,"Medium"
"1380","Corpus Christi",2001,4,34435000,85200,2607,8.9,2001.25,"Medium"
"1381","Corpus Christi",2001,5,34565000,90100,2529,8.6,2001.33333333333,"Medium"
"1382","Corpus Christi",2001,7,35040000,89100,2433,8.1,2001.5,"Medium"
"1383","Corpus Christi",2001,8,40570000,92100,2310,7.8,2001.58333333333,"Medium"
"1384","Corpus Christi",2001,9,26275000,88400,1827,6.2,2001.66666666667,"Medium"
"1385","Corpus Christi",2001,10,26295000,92800,1760,6.1,2001.75,"Medium"
"1386","Corpus Christi",2001,12,30125000,93300,1570,5.4,2001.91666666667,"Medium"
"1387","Corpus Christi",2002,1,25905000,92300,1586,5.3,2002,"Medium"
"1388","Corpus Christi",2002,2,29555000,91300,1531,5.2,2002.08333333333,"Medium"
"1389","Corpus Christi",2002,3,27070000,85000,1475,5,2002.16666666667,"Medium"
"1390","Corpus Christi",2002,4,34805000,93000,1550,5.3,2002.25,"Medium"
"1391","Corpus Christi",2002,6,38020000,95800,1467,5,2002.41666666667,"Medium"
"1392","Corpus Christi",2002,7,40015000,95600,1397,4.7,2002.5,"Medium"
"1393","Corpus Christi",2002,9,34910000,93600,1472,4.9,2002.66666666667,"Medium"
"1394","Corpus Christi",2002,10,34500000,93900,1515,4.9,2002.75,"Medium"
"1395","Corpus Christi",2002,11,31335000,95600,1530,4.9,2002.83333333333,"Medium"
"1396","Corpus Christi",2002,12,37405000,1e+05,1428,4.5,2002.91666666667,"Medium"
"1397","Corpus Christi",2003,2,32970000,93300,1503,4.8,2003.08333333333,"Medium"
"1398","Corpus Christi",2003,3,39295000,99200,1544,4.8,2003.16666666667,"Medium"
"1399","Corpus Christi",2003,4,42720000,98800,1624,5,2003.25,"Medium"
"1400","Corpus Christi",2003,5,45130000,103200,1684,5.2,2003.33333333333,"Medium"
"1401","Corpus Christi",2003,6,52690000,107000,1664,5.1,2003.41666666667,"Medium"
"1402","Corpus Christi",2003,8,56195000,108200,1646,4.9,2003.58333333333,"Medium"
"1403","Corpus Christi",2003,9,44455000,102300,1662,4.8,2003.66666666667,"Medium"
"1404","Corpus Christi",2003,10,42470000,97600,1731,5,2003.75,"Medium"
"1405","Corpus Christi",2003,11,34950000,104800,1758,5,2003.83333333333,"Medium"
"1406","Corpus Christi",2003,12,42015000,104700,1693,4.8,2003.91666666667,"Medium"
"1407","Corpus Christi",2004,2,38180000,98900,1712,4.8,2004.08333333333,"Medium"
"1408","Corpus Christi",2004,3,59805000,112900,1753,4.8,2004.16666666667,"Medium"
"1409","Corpus Christi",2004,5,56860000,116800,1727,4.6,2004.33333333333,"Medium"
"1410","Corpus Christi",2004,7,60420000,116700,1821,4.8,2004.5,"Medium"
"1411","Corpus Christi",2004,8,63050000,114400,1756,4.6,2004.58333333333,"Medium"
"1412","Corpus Christi",2004,9,53620000,118900,1783,4.6,2004.66666666667,"Medium"
"1413","Corpus Christi",2004,10,51525000,116600,1791,4.6,2004.75,"Medium"
"1414","Corpus Christi",2004,11,47135000,120000,1628,4.1,2004.83333333333,"Medium"
"1415","Corpus Christi",2004,12,47970000,113900,1728,4.4,2004.91666666667,"Medium"
"1416","Corpus Christi",2005,1,37205000,112600,1793,4.5,2005,"Medium"
"1417","Corpus Christi",2005,4,51550000,115800,1750,4.5,2005.25,"Medium"
"1418","Corpus Christi",2005,5,66160000,122900,1809,4.6,2005.33333333333,"Medium"
"1419","Corpus Christi",2005,6,81105000,129300,1783,4.5,2005.41666666667,"High"
"1420","Corpus Christi",2005,7,77795000,127400,1823,4.5,2005.5,"Medium"
"1421","Corpus Christi",2005,8,78340000,130900,1830,4.5,2005.58333333333,"Medium"
"1422","Corpus Christi",2005,9,58895000,127000,1923,4.7,2005.66666666667,"Medium"
"1423","Corpus Christi",2005,10,60315000,127900,2058,5.1,2005.75,"Medium"
"1424","Corpus Christi",2005,11,49485000,136300,2016,5,2005.83333333333,"Medium"
"1425","Corpus Christi",2005,12,57455000,130200,2082,5.1,2005.91666666667,"Medium"
"1426","Corpus Christi",2006,1,40265000,126900,2089,5.1,2006,"Medium"
"1427","Corpus Christi",2006,3,69005000,127900,2308,5.5,2006.16666666667,"Medium"
"1428","Corpus Christi",2006,4,69265000,131600,2756,6.5,2006.25,"Medium"
"1429","Corpus Christi",2006,5,79550000,132000,2581,6,2006.33333333333,"Medium"
"1430","Corpus Christi",2006,7,72620000,134300,2818,6.6,2006.5,"Medium"
"1431","Corpus Christi",2006,8,78820000,128600,2862,6.7,2006.58333333333,"Medium"
"1432","Corpus Christi",2006,9,65090000,127600,2833,6.6,2006.66666666667,"Medium"
"1433","Corpus Christi",2006,11,54940000,129800,2762,6.4,2006.83333333333,"Medium"
"1434","Corpus Christi",2006,12,59380000,135000,2718,6.3,2006.91666666667,"Medium"
"1435","Corpus Christi",2007,1,42858267,132700,2713,6.3,2007,"Medium"
"1436","Corpus Christi",2007,2,52133866,122000,2781,6.4,2007.08333333333,"Medium"
"1437","Corpus Christi",2007,3,74619940,136400,2953,6.9,2007.16666666667,"Medium"
"1438","Corpus Christi",2007,7,79533597,141000,3245,7.9,2007.5,"Medium"
"1439","Corpus Christi",2007,8,72398917,146400,3243,8.1,2007.58333333333,"Medium"
"1440","Corpus Christi",2007,10,61560750,143300,3192,8.2,2007.75,"Medium"
"1441","Corpus Christi",2007,12,47815670,139300,2951,7.9,2007.91666666667,"Medium"
"1442","Corpus Christi",2008,1,37913488,127700,2891,7.7,2008,"Medium"
"1443","Corpus Christi",2008,2,45098053,136700,3007,8.2,2008.08333333333,"Medium"
"1444","Corpus Christi",2008,6,65130000,143500,3150,9.1,2008.41666666667,"Medium"
"1445","Corpus Christi",2008,7,62105000,146800,3071,9.1,2008.5,"Medium"
"1446","Corpus Christi",2008,8,60640000,135800,3115,9.3,2008.58333333333,"Medium"
"1447","Corpus Christi",2008,9,50974182,138100,3102,9.3,2008.66666666667,"Medium"
"1448","Corpus Christi",2008,10,42967125,139200,3056,9.4,2008.75,"Medium"
"1449","Corpus Christi",2008,11,33321310,130500,3000,9.5,2008.83333333333,"Medium"
"1450","Corpus Christi",2008,12,36922702,133100,2971,9.4,2008.91666666667,"Medium"
"1451","Corpus Christi",2009,1,26518789,129600,2842,9.2,2009,"Medium"
"1452","Corpus Christi",2009,2,34090000,133800,2842,9.3,2009.08333333333,"Medium"
"1453","Corpus Christi",2009,3,41741772,122200,2850,9.5,2009.16666666667,"Medium"
"1454","Corpus Christi",2009,4,41315000,122200,2900,9.8,2009.25,"Medium"
"1455","Corpus Christi",2009,5,48473022,133700,2939,10.2,2009.33333333333,"Medium"
"1456","Corpus Christi",2009,7,48870874,138700,2991,10.6,2009.5,"Medium"
"1457","Corpus Christi",2009,8,50840000,138100,3168,11.5,2009.58333333333,"Medium"
"1458","Corpus Christi",2009,9,43168802,144100,3005,11,2009.66666666667,"Medium"
"1459","Corpus Christi",2009,10,47219137,135300,3005,10.8,2009.75,"Medium"
"1460","Corpus Christi",2009,11,48185362,138400,2969,10.4,2009.83333333333,"Medium"
"1461","Corpus Christi",2010,1,22214818,125900,2688,9.4,2010,"Medium"
"1462","Corpus Christi",2010,3,47526182,137600,2816,9.8,2010.16666666667,"Medium"
"1463","Corpus Christi",2010,5,57297054,133100,2966,10,2010.33333333333,"Medium"
"1464","Corpus Christi",2010,7,45479194,135000,3146,10.8,2010.5,"Medium"
"1465","Corpus Christi",2010,8,52966363,148500,3266,11.2,2010.58333333333,"Medium"
"1466","Corpus Christi",2010,9,39326777,137100,3213,11,2010.66666666667,"Medium"
"1467","Corpus Christi",2010,10,35254886,134200,2990,10.5,2010.75,"Medium"
"1468","Corpus Christi",2010,11,36810227,138400,2990,10.4,2010.83333333333,"Medium"
"1469","Corpus Christi",2010,12,46232126,138400,2942,10.2,2010.91666666667,"Medium"
"1470","Corpus Christi",2011,2,27313203,143900,2814,9.9,2011.08333333333,"Medium"
"1471","Corpus Christi",2011,3,47001404,132400,2820,10,2011.16666666667,"Medium"
"1472","Corpus Christi",2011,7,54068445,145900,2764,10,2011.5,"Medium"
"1473","Corpus Christi",2011,8,60754506,135100,2508,8.9,2011.58333333333,"Medium"
"1474","Corpus Christi",2011,9,43455045,134600,2647,9.3,2011.66666666667,"Medium"
"1475","Corpus Christi",2011,10,40988405,128900,2619,9.1,2011.75,"Medium"
"1476","Corpus Christi",2011,11,44667590,141500,2300,8.2,2011.83333333333,"Medium"
"1477","Corpus Christi",2011,12,49745084,138100,2357,8.3,2011.91666666667,"Medium"
"1478","Corpus Christi",2012,1,28911687,127100,2186,7.7,2012,"Medium"
"1479","Corpus Christi",2012,2,41689138,137900,2209,7.6,2012.08333333333,"Medium"
"1480","Corpus Christi",2012,3,52866536,132200,2232,7.5,2012.16666666667,"Medium"
"1481","Corpus Christi",2012,4,63414940,139800,2186,7.3,2012.25,"Medium"
"1482","Corpus Christi",2012,6,77838239,144600,2095,6.6,2012.41666666667,"Medium"
"1483","Corpus Christi",2012,8,75170429,144100,2269,7,2012.58333333333,"Medium"
"1484","Corpus Christi",2012,9,55490787,143600,2329,7.1,2012.66666666667,"Medium"
"1485","Corpus Christi",2012,10,51094389,139800,2291,6.9,2012.75,"Medium"
"1486","Corpus Christi",2012,11,57002796,154200,2267,6.8,2012.83333333333,"Medium"
"1487","Corpus Christi",2013,2,48134035,140400,2004,5.8,2013.08333333333,"Medium"
"1488","Corpus Christi",2013,3,69450191,143700,2016,5.8,2013.16666666667,"Medium"
"1489","Corpus Christi",2013,4,66964938,143600,1968,5.6,2013.25,"Medium"
"1490","Corpus Christi",2013,5,85268037,154800,1979,5.5,2013.33333333333,"Medium"
"1491","Corpus Christi",2013,6,84759840,160500,1901,5.2,2013.41666666667,"Medium"
"1492","Corpus Christi",2013,7,90271448,163800,1932,5.2,2013.5,"Medium"
"1493","Corpus Christi",2013,9,66221747,156400,1787,4.7,2013.66666666667,"Medium"
"1494","Corpus Christi",2013,10,68394597,156700,1976,5.2,2013.75,"Medium"
"1495","Corpus Christi",2013,11,61721526,156400,1965,5.2,2013.83333333333,"Medium"
"1496","Corpus Christi",2013,12,65702376,144000,1898,5,2013.91666666667,"Medium"
"1497","Corpus Christi",2014,2,61363819,168600,1764,4.6,2014.08333333333,"Medium"
"1498","Corpus Christi",2014,3,75123249,164400,1470,3.8,2014.16666666667,"Medium"
"1499","Corpus Christi",2014,4,76475125,160600,1573,4.1,2014.25,"Medium"
"1500","Corpus Christi",2014,5,80066895,169500,1280,3.4,2014.33333333333,"Medium"
"1501","Corpus Christi",2014,6,95154634,170800,1948,5.1,2014.41666666667,"Medium"
"1502","Corpus Christi",2014,7,95883057,175000,1851,4.8,2014.5,"Medium"
"1503","Corpus Christi",2014,8,90630093,172900,1815,4.7,2014.58333333333,"Medium"
"1504","Corpus Christi",2014,9,90229967,164600,1815,4.6,2014.66666666667,"Medium"
"1505","Corpus Christi",2014,12,77891401,174900,1870,4.8,2014.91666666667,"Medium"
"1506","Corpus Christi",2015,1,45291485,162800,1872,4.8,2015,"Medium"
"1507","Corpus Christi",2015,2,63256153,174500,1861,4.8,2015.08333333333,"Medium"
"1508","Corpus Christi",2015,3,78345229,173200,1870,4.8,2015.16666666667,"Medium"
"1509","Corpus Christi",2015,4,87577428,175000,1911,4.8,2015.25,"Medium"
"1510","Corpus Christi",2015,5,85776743,186100,2036,5.1,2015.33333333333,"Medium"
"1511","Dallas",2000,1,375389865,124400,13316,3.7,2000,"High"
"1512","Dallas",2000,2,555124812,127700,13495,3.7,2000.08333333333,"High"
"1513","Dallas",2000,4,667331427,132000,13752,3.7,2000.25,"High"
"1514","Dallas",2000,5,783197806,137100,14018,3.7,2000.33333333333,"High"
"1515","Dallas",2000,6,846254912,138800,14392,3.8,2000.41666666667,"High"
"1516","Dallas",2000,7,763793916,139600,14705,3.9,2000.5,"High"
"1517","Dallas",2000,8,770735708,134500,14607,3.9,2000.58333333333,"High"
"1518","Dallas",2000,10,626302634,134600,15212,4,2000.75,"High"
"1519","Dallas",2000,11,589401171,133200,14565,3.8,2000.83333333333,"High"
"1520","Dallas",2000,12,554774879,138700,13762,3.6,2000.91666666667,"High"
"1521","Dallas",2001,1,426059934,130300,14931,3.9,2001,"High"
"1522","Dallas",2001,2,578096015,139300,15389,4,2001.08333333333,"High"
"1523","Dallas",2001,4,700310163,140800,17059,4.5,2001.25,"High"
"1524","Dallas",2001,5,832516238,141700,17814,4.7,2001.33333333333,"High"
"1525","Dallas",2001,6,941310414,146300,18372,4.8,2001.41666666667,"High"
"1526","Dallas",2001,8,839224430,141400,18584,4.8,2001.58333333333,"High"
"1527","Dallas",2001,10,564356982,136000,19403,5,2001.75,"High"
"1528","Dallas",2001,11,582425484,142300,18495,4.8,2001.83333333333,"High"
"1529","Dallas",2001,12,624519434,142600,17290,4.4,2001.91666666667,"High"
"1530","Dallas",2002,1,502970859,140700,18240,4.6,2002,"High"
"1531","Dallas",2002,2,616881882,143700,18927,4.8,2002.08333333333,"High"
"1532","Dallas",2002,3,731728110,145200,19367,4.9,2002.16666666667,"High"
"1533","Dallas",2002,4,766278911,144900,20139,5.1,2002.25,"High"
"1534","Dallas",2002,5,913391794,145600,21153,5.3,2002.33333333333,"High"
"1535","Dallas",2002,7,857727953,145100,23165,5.9,2002.5,"High"
"1536","Dallas",2002,8,811329118,145500,23056,5.9,2002.58333333333,"High"
"1537","Dallas",2002,9,653244332,142800,23551,6.1,2002.66666666667,"High"
"1538","Dallas",2002,10,657676258,143700,23458,6,2002.75,"High"
"1539","Dallas",2002,11,611752816,143400,22758,5.8,2002.83333333333,"High"
"1540","Dallas",2003,1,495512434,141900,23586,6,2003,"High"
"1541","Dallas",2003,2,549263980,145600,24381,6.3,2003.08333333333,"High"
"1542","Dallas",2003,3,775700960,146100,25382,6.5,2003.16666666667,"High"
"1543","Dallas",2003,4,752063142,146800,26210,6.7,2003.25,"High"
"1544","Dallas",2003,5,883859330,150600,26824,6.9,2003.33333333333,"High"
"1545","Dallas",2003,6,920352540,154000,27169,6.9,2003.41666666667,"High"
"1546","Dallas",2003,8,957387591,153300,26604,6.6,2003.58333333333,"High"
"1547","Dallas",2003,9,819435447,148300,26372,6.5,2003.66666666667,"High"
"1548","Dallas",2003,10,772657281,143600,25757,6.3,2003.75,"High"
"1549","Dallas",2003,12,757974150,147200,24013,5.8,2003.91666666667,"High"
"1550","Dallas",2004,1,523105156,138900,25365,6.2,2004,"High"
"1551","Dallas",2004,2,643892110,146700,25849,6.2,2004.08333333333,"High"
"1552","Dallas",2004,3,924268970,146600,26821,6.4,2004.16666666667,"High"
"1553","Dallas",2004,4,985509075,148900,27938,6.5,2004.25,"High"
"1554","Dallas",2004,5,997391985,149600,28496,6.6,2004.33333333333,"High"
"1555","Dallas",2004,6,1134082858,159300,28725,6.6,2004.41666666667,"High"
"1556","Dallas",2004,8,1038300840,152400,28612,6.5,2004.58333333333,"High"
"1557","Dallas",2004,9,834310868,146300,28055,6.3,2004.66666666667,"High"
"1558","Dallas",2004,10,802557736,148900,27386,6.2,2004.75,"High"
"1559","Dallas",2004,11,754389601,148900,26079,5.8,2004.83333333333,"High"
"1560","Dallas",2005,1,547637034,140200,25873,5.7,2005,"High"
"1561","Dallas",2005,3,1074448492,151700,27751,6,2005.16666666667,"High"
"1562","Dallas",2005,5,1140244812,154400,28790,6.1,2005.33333333333,"High"
"1563","Dallas",2005,9,1013634502,154500,27562,5.6,2005.66666666667,"High"
